name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
allison transmission holdings,ALSN,42.07,"42.65,42.65",42.34,42.21 x 900,None,41.88 , 42.39,32.63 , 42.80,163876,954051,3.891,0.91,8.12,5.18,0.82 ,1.94
ally financial,ALLY,27.27,"27.67,27.67",27.34,27.26 x 1000,None,27.18 , 27.56,25.33 , 53.83,835720,4730131,8.19,1.32,3.90,6.99,1.20 ,4.34
alta equipment group inc,ALT-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
alta equipment group inc,ALTG,12.69,"12.67,12.67",12.67,12.61 x 1100,None,12.50 , 12.77,8.65 , 17.38,7728,81767,405.849M,1.67,211.50,0.06,0.23 ,1.86
autoliv inc,ALV,80.61,"80.97,80.97",80.25,80.32 x 800,None,79.71 , 80.61,65.74 , 110.59,93729,679801,7,1.61,18.45,4.37,2.56 ,3.19
alexander's inc,ALX,234.55,"233.07,233.07",233.61,233.10 x 800,None,234.52 , 236.33,200.97 , 284.12,1803,9439,1.198,0.62,10.35,22.66,18.00 ,7.81
antero midstream corp,AM,10.85,"10.87,10.87",10.89,10.83 x 2900,None,10.74 , 10.88,8.56 , 11.56,373229,3032785,5.189,2.33,16.19,0.67,0.90 ,8.28
ambrx biopharma inc adr,AMAM,0.9100,"0.9050,0.9050",0.9699,0.8538 x 1000,None,0.9099 , 0.9699,0.9000 , 13.8800,574,30557,37.939M,N/A,0.15,6.2100,N/A ,None
ambac financial group inc wt [ambc/w],AMB.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ambac financial group,AMBC,13.77,"13.90,13.90",13.72,13.74 x 800,None,13.68 , 13.78,7.24 , 17.86,56006,479610,619.139M,1.20,172.13,0.08,N/A ,None
ardagh metal packaging s.a.,AMBP,4.2750,"4.4000,4.4000",4.4900,4.3100 x 1000,None,4.2250 , 4.4100,3.9100 , 9.9550,413891,1612964,2.578,0.77,10.43,0.4100,0.40 ,9.57
amc entertainment holdings inc,AMC,5.97,"6.15,6.15",6.76,5.98 x 3200,None,5.96 , 6.33,5.47 , 45.95,7958206,37843109,3.067,1.90,N/A,-2.05,N/A ,None
amcor plc,AMCR,11.08,"11.59,11.59",11.30,11.12 x 2200,None,10.93 , 11.30,10.42 , 13.61,4580421,8096670,16.498,0.85,20.91,0.53,0.48 ,4.09
ametek inc,AME,132.59,"132.03,132.03",132.17,132.65 x 1000,None,131.03 , 133.38,106.17 , 148.07,293035,1046923,30.44,N/A,28.21,4.70,0.88 ,0.67
affiliated managers group,AMG,125.57,"126.57,126.57",126.09,125.00 x 1000,None,124.93 , 126.57,108.12 , 191.62,23242,257637,4.8,1.28,9.52,13.19,0.04 ,0.03
american homes 4 rent [amh/pf],AMH-F,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
american homes 4 rent,AMH,31.93,"31.92,31.92",32.15,31.94 x 1000,None,31.61 , 32.08,30.25 , 44.07,389991,2114751,12.764,0.62,56.02,0.57,0.72 ,2.25
american homes 4 rent [amh/pg],AMH-G,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
american homes 4 rent [amh/ph],AMH-H,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
assetmark financial holdings inc,AMK,21.74,"20.44,20.44",21.99,21.71 x 1100,None,21.30 , 23.52,16.88 , 29.54,49331,69860,1.605,0.96,20.51,1.06,N/A ,None
amn healthcare services inc,AMN,126.66,"127.04,127.04",126.79,126.20 x 800,None,125.03 , 127.86,82.76 , 129.12,110140,615279,5.481,0.26,12.32,10.28,N/A ,None
america movil a adr,AMOV,18.74,"18.55,18.55",18.85,18.73 x 1000,None,18.73 , 18.88,15.86 , 22.57,7142,4934,59.667,0.30,14.76,1.27,0.64 ,3.47
ameriprise financial services,AMP,314.60,"314.12,314.12",312.38,314.45 x 800,None,312.92 , 315.74,219.99 , 332.37,85210,543831,33.567,1.42,11.35,27.71,5.00 ,1.59
altus power inc wt [amps/w],AMP.T,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
advanced merger partners inc [ampi.u],AMP.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
advanced merger partners inc [ampi/w],AMP.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
advanced merger partners inc cl a,AMPI,10.01,"9.93,9.93",9.91,10.00 x 4000,None,10.00 , 10.01,9.66 , 10.19,280257,60706,359.555M,N/A,38.48,0.26,N/A ,None
amplify energy corp,AMPY,9.07,"10.21,10.21",9.82,9.09 x 800,None,8.84 , 10.21,2.60 , 10.38,1000603,562279,348.658M,2.71,100.78,0.09,N/A ,None
altus power inc,AMPS,9.03,"9.26,9.26",9.26,9.05 x 800,None,9.01 , 9.31,4.26 , 14.72,131267,1009421,1.53,N/A,16.43,0.55,N/A ,None
alpha metallurgical resources inc,AMR,165.24,"166.59,166.59",172.71,165.04 x 800,None,160.03 , 166.27,43.00 , 186.98,101022,426909,2.863,1.26,2.38,69.38,1.57 ,0.93
amneal pharmaceuticals inc,AMRX,2.1650,"2.3300,2.3300",2.3500,2.1600 x 1300,None,2.1600 , 2.3400,1.9500 , 5.6300,490133,1133287,657.132M,1.26,216.50,0.0100,N/A ,None
ameresco inc,AMRC,54.67,"60.08,60.08",60.01,55.30 x 1100,None,54.62 , 61.00,40.73 , 101.86,108690,345970,2.834,1.13,29.71,1.84,N/A ,None
american tower corp,AMT,207.63,"207.88,207.88",206.73,207.23 x 800,None,202.45 , 207.97,178.17 , 294.40,488004,1854714,96.674,0.56,33.01,6.29,5.88 ,2.83
american well corp cl a,AMWL,4.0100,"4.0300,4.0300",4.0000,3.9900 x 2200,None,3.9200 , 4.1250,2.5200 , 9.7000,243209,1365937,1.097,0.16,N/A,-0.7960,N/A ,None
america movil s.a.b. de c.v. adr,AMX,19.17,"19.05,19.05",18.99,19.17 x 1400,None,18.99 , 19.19,16.13 , 22.65,1204183,1999234,60.933,0.30,15.10,1.27,0.64 ,3.43
autonation inc,AN,110.04,"111.75,111.75",110.99,110.05 x 1000,None,109.07 , 111.22,94.92 , 135.57,266256,948210,5.455,1.15,4.76,23.12,N/A ,None
arctos northstar acquisition corp [anac.u],ANA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
arctos northstar acquisition corp wt [anac/w],ANA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
arctos northstar acquisition corp cl a,ANAC,9.97,"9.98,9.98",9.97,9.97 x 4000,None,9.97 , 9.97,9.67 , 10.05,275,60959,394.127M,N/A,39.88,0.25,N/A ,None
arista networks inc,ANET,127.98,"127.71,127.71",127.87,127.70 x 800,None,124.76 , 129.15,89.11 , 148.57,1189129,2115482,39.328,N/A,43.98,2.91,N/A ,None
abercrombie & fitch company,ANF,17.06,"17.74,17.74",17.59,17.04 x 900,None,16.99 , 17.66,14.02 , 48.97,261734,2051970,843.639M,1.38,13.76,1.24,N/A ,None
anthem inc,ANTM,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
annovis bio inc,ANVS,12.84,"13.05,13.05",13.24,12.89 x 1000,None,12.75 , 13.75,8.39 , 39.72,10074,80015,104.786M,1.40,N/A,-2.17,N/A ,None
aberdeen total dynamic dividend fund,AOD,7.51,"7.53,7.53",7.52,7.50 x 3200,None,7.49 , 7.51,6.87 , 10.50,58919,447681,791.26M,1.03,2.58,2.91,0.69 ,9.20
angel oak mortgage inc,AOMR,10.07,"10.26,10.26",10.22,10.04 x 1100,None,10.04 , 10.17,8.38 , 18.73,7737,75282,251.114M,N/A,N/A,-1.40,1.80 ,17.48
aon plc,AON,281.92,"284.49,284.49",283.21,282.42 x 1300,None,281.40 , 284.41,246.21 , 341.98,136910,805642,58.316,0.88,21.97,12.83,2.24 ,0.79
smith a.o. corp,AOS,55.13,"54.60,54.60",54.33,54.98 x 800,None,54.22 , 55.20,46.58 , 86.74,242159,1069228,8.423,1.21,17.56,3.14,1.20 ,2.20
ampco-pittsburgh corp,AP,3.0000,"2.9900,2.9900",2.9200,3.0000 x 1000,None,2.9200 , 2.9200,2.9000 , 6.6700,1440,10060,58.211M,0.99,N/A,-0.5940,N/A ,None
artisan partners asset mgmt,APAM,28.82,"29.05,29.05",29.50,28.92 x 1000,None,28.51 , 29.50,25.67 , 52.42,182432,507037,1.943,1.76,7.08,4.07,3.46 ,12.14
ap acquisition corp [apca.u],APC.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
air products and chemicals,APD,252.12,"252.12,252.12",252.84,252.09 x 1000,None,249.36 , 253.37,216.24 , 316.39,236671,974535,55.92,0.80,25.14,10.03,6.48 ,2.57
api group corp,APG,16.30,"16.51,16.51",16.39,16.29 x 1000,None,16.22 , 16.38,13.09 , 26.84,201675,857653,3.81,1.38,N/A,-0.69,N/A ,None
apollo strategic growth capital ii [apgb.u],APG.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
apollo strategic growth capital ii wt [apgb/w],APG.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
apollo strategic growth capital ii cl a,APGB,9.94,"9.94,9.94",9.94,9.93 x 1800,None,9.94 , 9.94,9.66 , 10.00,55044,187046,857.756M,N/A,45.20,0.22,N/A ,None
amphenol corp,APH,75.53,"76.77,76.77",76.19,75.60 x 800,None,75.38 , 76.21,61.67 , 88.45,687408,1981787,44.927,1.24,25.52,2.96,0.84 ,1.10
apple hospitality reit inc,APLE,16.64,"17.19,17.19",17.01,16.62 x 1100,None,16.55 , 17.00,13.79 , 18.69,509533,1586154,3.807,1.13,29.71,0.56,0.96 ,5.58
apeiron capital investment corp cl a,APN,10.15,"10.11,10.11",10.09,10.11 x 900,None,10.15 , 10.15,9.75 , 10.44,400,35976,218.885M,N/A,31.72,0.32,N/A ,None
apeiron capital investment corp units,APN.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
apeiron capital investment corp wt,APN.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
apollo global mgmt inc [apo/pa],APO-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
apollo asset management inc,APO,60.24,"57.17,57.17",58.50,59.98 x 800,None,58.01 , 60.57,45.62 , 78.77,1777251,2481117,36.144,1.65,8.85,6.81,1.60 ,2.88
apollo global mgmt inc [apo/pb],APO-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
blue apron holdings inc,APRN,2.2204,"2.3800,2.3800",2.4000,2.2200 x 1400,None,2.2100 , 2.3700,2.0000 , 12.7600,1239266,7816675,77.26M,-2.85,N/A,-4.2940,N/A ,None
apollo strategic growth capital unit [apsg.u],APS.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
apollo strategic growth capital [apsg/w],APS.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
apollo strategic growth capital cl a,APSG,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
aptiv plc 5.5% mandatory cnv ser a [aptv/pa],APT-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
preferred apartment communities,APTS,25.00,"24.98,24.98",24.98,0.00 x 43500,None,24.98 , 25.00,9.64 , 25.80,1617237,1888165,1.624,N/A,N/A,N/A,N/A ,None
aptiv plc,APTV,91.19,"91.59,91.59",90.59,90.69 x 1000,None,89.97 , 91.46,77.96 , 180.81,758590,1889382,24.706,1.99,222.41,0.41,N/A ,None
algonquin pwr & util,AQN,10.99,"10.96,10.96",10.96,10.97 x 3100,None,10.88 , 11.01,9.93 , 16.01,894520,2265543,7.458,0.36,36.63,0.30,0.72 ,6.57
algonquin power & utilities corp,AQNA,22.78,"22.75,22.75",22.70,22.53 x 1200,None,22.52 , 22.78,20.69 , 27.98,4705,27348,N/A,N/A,N/A,N/A,N/A ,None
algonquin power & utilities corp 6.20% fixed-to,AQNB,22.23,"22.25,22.25",22.41,22.22 x 800,None,22.22 , 22.24,21.02 , 28.17,2642,18279,N/A,N/A,N/A,N/A,N/A ,None
algonquin power & utilities corp,AQNU,37.51,"37.59,37.59",37.68,37.55 x 800,None,37.49 , 37.71,35.15 , 50.49,1368,51526,N/A,0.36,72.69,0.52,0.68 ,1.37
evoqua water technologies corp,AQUA,39.37,"39.30,39.30",38.99,39.27 x 1000,None,38.70 , 39.50,30.44 , 49.38,242673,579592,4.782,1.70,83.76,0.47,N/A ,None
american reprographics company,ARC,2.4600,"2.5500,2.5500",2.5400,2.4500 x 1100,None,2.4516 , 2.5400,2.1100 , 4.1800,40709,106407,105.776M,1.31,9.84,0.2500,0.20 ,7.84
arch resources inc,ARCH,150.98,"153.84,153.84",154.49,151.61 x 1000,None,149.85 , 155.09,73.54 , 183.53,82695,624467,2.801,0.62,3.05,49.50,1.00 ,0.67
arcos dorados holdings inc,ARCO,7.59,"7.71,7.71",7.71,7.61 x 900,None,7.52 , 7.66,4.33 , 8.44,93084,820543,1.599,1.10,14.06,0.54,0.12 ,1.61
ares dynamic credit allocation,ARDC,11.65,"11.71,11.71",11.65,11.64 x 800,None,11.62 , 11.70,11.16 , 16.48,33142,80326,266.96M,N/A,7.19,1.62,1.23 ,10.50
alexandria real estate equities,ARE,145.61,"144.76,144.76",143.93,145.32 x 800,None,142.71 , 145.82,126.74 , 224.95,191988,849992,23.893,0.94,43.86,3.32,4.72 ,3.26
ares management lp,ARES,77.96,"78.09,78.09",77.63,77.64 x 900,None,77.49 , 78.35,53.15 , 90.08,203465,1074596,22.915,1.25,49.66,1.57,2.44 ,3.22
argo group intl hldgs ltd 7% ser a [argo/pa],ARG-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
argo grp itl snr nts,ARGD,20.65,"20.60,20.60",20.63,20.60 x 1400,None,20.59 , 20.65,20.50 , 26.11,2053,8468,N/A,N/A,N/A,N/A,None,None
argo group intl hlds,ARGO,24.81,"25.07,25.07",24.99,24.57 x 800,None,24.59 , 25.03,19.00 , 61.30,46745,331381,868.851M,0.86,N/A,-1.00,1.24 ,4.99
apollo commercial real estate,ARI,11.19,"11.27,11.27",11.27,11.20 x 800,None,11.08 , 11.33,7.91 , 15.76,279146,1336779,1.573,1.49,5.77,1.94,1.40 ,12.42
apollo commercial real estate,ARI,11.21,"11.27,11.27",11.27,11.21 x 800,None,11.08 , 11.33,7.91 , 15.76,285292,1336779,1.576,1.49,5.78,1.94,1.40 ,12.42
aris water solutions inc cl a,ARIS,16.79,"16.77,16.77",16.51,16.73 x 800,None,16.35 , 16.91,10.06 , 23.58,25882,396026,1.489,N/A,N/A,-0.19,0.36 ,2.15
american realty investors,ARL,18.00,"18.28,18.28",18.00,17.36 x 1000,None,18.00 , 18.00,11.10 , 23.02,209,5092,290.736,0.57,7.00,2.57,N/A ,None
arlo technologies inc,ARLO,5.07,"5.15,5.15",5.10,5.07 x 800,None,5.00 , 5.14,4.28 , 11.79,72885,571237,444.293,1.68,N/A,-0.65,N/A ,None
aramark holdings corp,ARMK,35.87,"36.34,36.34",36.15,35.85 x 900,None,35.60 , 36.12,28.74 , 39.95,300099,1996304,9.244,1.64,59.78,0.60,0.44 ,1.21
arconic corp,ARNC,20.16,"20.89,20.89",20.72,20.15 x 900,None,20.10 , 20.89,16.33 , 35.74,158430,851689,2.07,1.96,16.66,1.21,N/A ,None
archrock inc,AROC,7.64,"7.60,7.60",7.61,7.64 x 1000,None,7.53 , 7.64,6.28 , 10.44,159944,859584,1.19,1.69,33.24,0.23,0.58 ,7.63
armour residential r,ARR,5.29,"5.35,5.35",5.35,5.31 x 1300,None,5.27 , 5.35,4.38 , 10.91,1183058,4250165,699.021,1.13,N/A,-1.54,1.20 ,22.43
armour residential reit inc 7% prf perpetual usd,ARR-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
arrow electronics,ARW,102.70,"102.77,102.77",102.03,102.65 x 800,None,101.40 , 102.77,89.38 , 137.95,103876,534087,6.59,1.38,5.06,20.30,N/A ,None
asa gold and precious metals,ASA,12.27,"12.30,12.30",12.37,12.25 x 1300,None,12.23 , 12.44,11.93 , 23.79,37843,60835,236.612,1.03,12.91,0.95,0.02 ,0.16
atlantic avenue acquisition corp [asaq.u],ASA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
atlantic avenue acquisition corp [asaq/w],ASA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
sendas distribuidora s.a. adr,ASAI,18.84,"19.36,19.36",19.21,18.84 x 1000,None,18.68 , 19.46,9.73 , 19.76,48301,304260,5.083,N/A,16.67,1.13,0.16 ,0.96
atlantic street acquisition corp cl a,ASAQ,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
asana inc cl a,ASAN,19.01,"20.42,20.42",20.29,18.96 x 1000,None,18.77 , 20.20,16.19 , 145.79,886287,4095109,4.047,1.34,N/A,-1.78,N/A ,None
associated banc-corp,ASB,24.32,"24.65,24.65",24.45,24.30 x 1000,None,24.27 , 24.57,17.45 , 25.78,550986,1334884,3.656,0.96,11.36,2.14,0.84 ,3.46
associated banc-corp [asb/pe],ASB-E,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
associated banc-corp,ASB-F,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ardmore shipping corp,ASC,14.06,"13.80,13.80",14.19,14.11 x 800,None,13.31 , 14.25,3.09 , 14.25,513970,728579,562.374,0.33,N/A,-1.10,N/A ,None
liberty all-star growth fund,ASG,5.29,"5.33,5.33",5.34,5.27 x 1000,None,5.27 , 5.34,4.82 , 10.20,71659,177678,304.007,1.34,3.86,1.37,0.44 ,8.09
aberdeen standard global infrastructure,ASGI,16.60,"16.75,16.75",16.67,16.59 x 1400,None,16.58 , 16.72,15.27 , 21.50,15822,18843,N/A,N/A,6.56,N/A,None,None
ashland global holdings inc,ASH,104.04,"104.79,104.79",104.64,103.57 x 800,None,103.21 , 104.64,83.29 , 112.91,84254,348267,5.633,0.99,38.97,2.67,1.34 ,1.27
advansix inc,ASIX,37.18,"36.80,36.80",36.60,37.13 x 1100,None,36.34 , 37.28,30.69 , 57.10,31682,152307,1.041,1.79,5.51,6.75,0.58 ,1.58
aspen aerogels inc,ASPN,11.87,"12.15,12.15",12.01,11.93 x 1000,None,11.83 , 12.28,7.93 , 65.99,82809,428265,480.031,2.26,N/A,-1.59,N/A ,None
ase industrial holding co. ltd adr,ASX,5.12,"5.13,5.13",5.10,5.12 x 3000,None,5.08 , 5.16,4.45 , 8.15,1398778,8438675,10.987,1.23,5.18,0.99,N/A ,None
austerlitz acquisition corp ii cl a,ASZ,9.97,"9.96,9.96",9.97,9.96 x 29200,None,9.96 , 9.97,9.66 , 9.97,539656,1881076,1.966,N/A,24.93,0.40,N/A ,None
austerlitz acquisition corp ii units,ASZ.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
americas technology acquisition corp,ATA,10.51,"10.51,10.51",10.51,10.51 x 1100,None,10.51 , 10.51,10.07 , 11.55,9,1625,75.017,N/A,95.55,0.11,N/A ,None
altimar acquisition corp iii [ataq.u],ATA.D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
austerlitz acquisition corp ii wt,ASZ.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
americas technology acquisition corp,ATA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
americas technology acquisition corp wt,ATA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
altimar acquisition corp iii cl a,ATAQ,9.96,"9.97,9.97",9.96,9.83 x 3000,None,9.96 , 9.96,9.69 , 10.00,500,43315,193.286,N/A,124.50,0.08,N/A ,None
atotech ltd,ATC,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
atlas corp [atlo/pd],ATC-D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
atlas corp [atlo/ph],ATC-H,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
atlas corp [atlo/pi],ATC-I,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
atlas corp,ATCO,15.31,"15.27,15.27",15.26,15.30 x 1300,None,15.26 , 15.32,10.13 , 16.23,1752011,2339493,4.305,N/A,8.70,1.76,0.50 ,3.27
athena technology acquisition ii [atek.u],ATE.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
a10 networks inc,ATEN,17.28,"17.00,17.00",17.26,17.23 x 800,None,16.82 , 17.50,12.27 , 17.50,228356,611237,1.256,0.91,13.83,1.25,0.20 ,1.19
adtalem global education inc,ATGE,41.77,"41.66,41.66",41.55,41.76 x 800,None,41.15 , 41.79,19.14 , 42.75,91854,356042,1.896,0.98,"1,392.33",0.03,N/A ,None
athene holding ltd,ATH,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
athene holdings ltd [ath/pa],ATH-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
antah hlds ltd,ATH-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
athene holding ltd,ATH-D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
athena technology acquisition corp [athn.u],ATH.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
autohome inc adr,ATHM,28.77,"28.46,28.46",29.01,28.73 x 1100,None,27.85 , 29.35,20.49 , 40.89,165374,517435,3.685,0.22,17.65,1.63,0.53 ,2.03
athena technology acquisition corp wt [athn/w],ATH.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
athena technology acquisition corp cl a,ATHN,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
allegheny technologies inc,ATI,27.73,"31.09,31.09",28.60,27.59 x 1200,None,26.80 , 29.14,13.85 , 33.31,1293957,1284723,3.602,1.22,308.11,0.09,N/A ,None
ati physical therapy inc wt,ATI.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ati physical therapy inc,ATIP,1.1570,"1.1700,1.1700",1.1500,1.1400 x 1000,None,1.1389 , 1.1600,0.8550 , 4.5700,19387,685454,239.671,0.09,N/A,-4.8920,N/A ,None
altimar acquisition corp ii [atmr.u],ATM.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
altimar acquisition corp ii wt] [atmr/w],ATM.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
atkore inc,ATKR,97.38,"97.73,97.73",98.07,97.50 x 800,None,96.59 , 97.83,70.50 , 123.53,73152,414850,4.024,2.20,4.91,19.83,N/A ,None
altimar acquisition corp ii cl a,ATMR,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
atmos energy corp,ATO,106.57,"106.27,106.27",105.67,106.70 x 800,None,105.32 , 106.85,88.96 , 122.96,214785,888564,14.908,0.55,19.48,5.47,2.72 ,2.54
