name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
aura fat projects acquisition corp wt,AFARW,0.0501,"0.0501,0.0501",0.0501,0.0450 x 1100,None,0.0501 , 0.0501,0.0501 , 0.0501,7600,N/A,N/A,N/A,N/A,N/A,N/A ,None
affinity bancshares inc,AFBI,14.55,"14.60,14.60",14.64,14.55 x 800,None,14.53 , 14.64,13.81 , 18.00,2568,3495,97.149M,0.46,15.00,0.97,N/A ,None
afc gamma inc,AFCG,16.60,"16.63,16.63",16.50,16.44 x 1000,None,16.25 , 16.78,14.90 , 25.50,30994,172770,329.639M,N/A,7.98,2.08,2.24 ,13.12
acutus medical inc,AFIB,0.7712,"0.7001,0.7001",0.8800,0.7750 x 1000,None,0.7200 , 1.0100,0.4800 , 8.4600,14939017,137042,21.879M,1.17,N/A,-4.4820,N/A ,None
affimed n.v.,AFMD,1.9360,"1.6900,1.6900",1.8800,1.9400 x 900,None,1.8420 , 2.1701,1.4000 , 7.3500,3701740,1199651,289.12M,2.32,N/A,-0.6590,N/A ,None
forafric global plc,AFRI,10.10,"10.30,10.30",10.11,10.10 x 1000,None,10.10 , 10.20,4.61 , 16.37,6775,37456,270.954M,N/A,N/A,-0.02,N/A ,None
forafric global plc warrants,AFRIW,0.2802,"0.3244,0.3244",0.2802,0.2904 x 1800,None,0.2802 , 0.2802,0.2802 , 0.2802,300,N/A,N/A,N/A,N/A,N/A,N/A ,None
affirm holdings inc cl a,AFRM,17.00,"17.60,17.60",17.36,17.24 x 900,None,16.80 , 17.63,13.64 , 176.65,5190972,11833471,4.932B,N/A,N/A,-2.30,N/A ,None
afya ltd cl a,AFYA,15.10,"14.93,14.93",14.73,15.07 x 1000,None,14.75 , 15.17,8.73 , 17.12,179142,282464,1.358B,0.87,21.57,0.70,N/A ,None
agba acquisition ltd,AGBA,11.62,"11.52,11.52",11.54,11.52 x 3000,None,11.54 , 11.62,10.95 , 11.62,9201,5023,55.054M,0.02,N/A,-0.19,N/A ,None
agba acquisition ltd right,AGBAR,0.3367,"0.3600,0.3600",0.3367,0.3367 x 1000,None,0.3367 , 0.3600,0.3367 , 0.3600,895,N/A,N/A,N/A,N/A,N/A,N/A ,None
agba acquisition limited,AGBAU,11.88,"11.88,11.88",11.85,11.49 x 1000,None,11.85 , 11.88,10.67 , 11.99,2915,58,N/A,0.02,N/A,-0.19,N/A ,None
agba acquisition ltd wt,AGBAW,0.0500,"0.0482,0.0482",0.2600,0.2902 x 900,None,0.0500 , 0.0700,0.0500 , 0.0700,700,N/A,N/A,N/A,N/A,N/A,N/A ,None
agenus inc,AGEN,2.4500,"2.4300,2.4300",2.4100,2.4600 x 4000,None,2.3550 , 2.5150,1.2500 , 4.6900,950560,4452264,693.749M,1.25,12.25,0.2000,N/A ,None
agrofresh solutions,AGFS,2.7650,"2.7600,2.7600",2.7900,2.7600 x 1000,None,2.7600 , 2.7900,1.4600 , 2.8600,56955,692634,143.007M,0.75,N/A,-0.8020,N/A ,None
agrify corp,AGFY,1.2508,"1.3600,1.3600",1.4300,1.2600 x 900,None,1.2250 , 1.4519,1.2250 , 235.5000,3078594,1507509,10.951M,N/A,N/A,-1.6800,N/A ,None
agile growth corp cl a,AGGR,9.96,"9.96,9.96",9.97,0.00 x 900,None,9.96 , 9.96,9.27 , 9.97,1,67564,385.95M,N/A,332.00,0.03,N/A ,None
agile growth corp units,AGGRU,9.97,"9.97,9.97",10.00,9.96 x 1100,None,9.95 , 10.00,9.79 , 10.13,1840,3759,N/A,N/A,N/A,N/A,N/A ,None
agile growth corp wt,AGGRW,0.0213,"0.0213,0.0213",N/A,N/A x N/A,None,0.0213 , 0.0214,0.0213 , 0.0214,12966,N/A,N/A,N/A,N/A,N/A,N/A ,None
agilethought inc,AGIL,4.4300,"4.4000,4.4000",4.4950,4.3800 x 1400,None,4.4300 , 4.4950,3.4900 , 11.1200,2722,15821,213.497M,-0.31,N/A,-0.5630,N/A ,None
agilethought inc wt,AGILW,0.4200,"0.3305,0.3305",0.9701,0.9266 x 800,None,0.3205 , 0.4200,0.3205 , 0.4200,1088,N/A,N/A,N/A,N/A,N/A,N/A ,None
agios pharmaceuticals,AGIO,26.50,"27.82,27.82",27.68,26.80 x 1000,None,26.35 , 28.09,16.75 , 50.98,237672,709165,1.453B,1.03,N/A,-6.43,N/A ,None
aeglea biothera,AGLE,1.1400,"1.2200,1.2200",1.2000,1.1200 x 2900,None,1.0201 , 1.2000,0.3720 , 7.9400,463518,2995278,69.737M,1.54,N/A,-1.0940,N/A ,None
agm group holdings inc cl a,AGMH,1.6100,"1.5900,1.5900",1.6100,1.4800 x 1300,None,1.5500 , 1.6100,1.1600 , 12.8000,1282,20495,39.05M,1.36,10.06,0.1600,N/A ,None
agnc investment corp,AGNC,7.99,"8.16,8.16",8.01,8.00 x 4000,None,7.81 , 8.06,7.30 , 16.26,5674120,13697071,4.405B,N/A,N/A,-1.86,1.44 ,17.65
agnc investment corp,AGNCL,20.03,"20.30,20.30",20.30,19.95 x 1100,None,19.95 , 20.30,19.05 , 23.00,9230,119870,N/A,N/A,N/A,N/A,N/A ,None
agnc investment corp cum pfd,AGNCM,18.55,"18.80,18.80",18.75,18.56 x 1000,None,18.47 , 18.75,17.31 , 25.97,3056,27290,6.594B,N/A,N/A,-1.86,1.72 ,9.23
agnc investment corp,AGNCN,23.70,"23.89,23.89",23.75,23.80 x 900,None,23.68 , 23.82,21.87 , 25.90,12342,63968,8.138B,N/A,N/A,-1.86,1.75 ,7.37
agnc investment corp fxdfr prf perpetual usd 25,AGNCO,19.61,"19.68,19.68",19.70,19.60 x 800,None,19.49 , 19.74,17.56 , 26.28,26471,57068,N/A,N/A,N/A,-1.86,1.62 ,8.29
agnc investment corp,AGNCP,18.60,"18.62,18.62",18.55,18.57 x 1200,None,18.50 , 18.69,16.79 , 25.54,32204,72703,N/A,N/A,N/A,-1.86,1.53 ,8.31
gx aging population etf,AGNG,24.59,"24.79,24.79",24.95,24.52 x 1100,None,24.59 , 24.59,22.94 , 30.70,27,9526,37.17M,25.07,N/A,1.20%,None,None
agriforce growing systems ltd,AGRI,1.1400,"1.1300,1.1300",1.1500,1.1400 x 1100,None,1.1100 , 1.1599,1.1100 , 6.1000,71557,564225,17.81M,N/A,N/A,-0.7600,N/A ,None
agriforce growing systems ltd wt,AGRIW,0.2000,"0.2000,0.2000",0.6500,0.6500 x 800,None,0.2000 , 0.2399,0.2000 , 0.2399,644,N/A,N/A,N/A,N/A,-0.7600,N/A ,None
agile therapeutics inc,AGRX,0.2791,"0.2800,0.2800",0.2800,0.2760 x 1800,None,0.2710 , 0.2826,0.2500 , 32.8000,223605,2052556,10.891M,1.28,N/A,-26.1610,N/A ,None
applied genetic tech,AGTC,0.4185,"0.4141,0.4141",0.4017,0.4160 x 1100,None,0.4001 , 0.4290,0.2300 , 3.1800,272615,1309665,28.304M,1.40,N/A,-1.4600,N/A ,None
agilysys inc,AGYS,61.37,"60.03,60.03",59.76,61.30 x 800,None,59.29 , 61.71,31.49 , 65.31,47575,124948,1.538B,0.99,185.97,0.33,N/A ,None
wisdomtree int rate us agg bond fund,AGZD,45.58,"45.58,45.58",45.89,45.52 x 900,None,45.52 , 45.89,45.18 , 47.14,31299,63275,345.98M,45.59,N/A,1.93%,None,None
adapthealth corp cl. a,AHCO,22.00,"22.15,22.15",21.89,22.04 x 900,None,21.43 , 22.08,11.40 , 28.75,154773,1233970,2.959B,0.68,25.88,0.85,N/A ,None
akso health group adr,AHG,0.3895,"0.4400,0.4400",0.3700,0.3800 x 1400,None,0.3502 , 0.4200,0.3300 , 4.8900,431252,227556,9.28M,1.25,N/A,-1.2160,N/A ,None
avista public acquisition corp ii cl a,AHPA,6.12,"6.84,6.84",7.20,0.00 x 1000,None,5.83 , 7.20,2.41 , 10.50,64532,392535,176.094M,N/A,N/A,-0.24,N/A ,None
avista public acquisition corp ii,AHPAU,6.16,"7.66,7.66",7.78,0.00 x 1100,None,6.16 , 7.78,6.16 , 10.48,2636,1036,N/A,N/A,N/A,-0.24,N/A ,None
avista public acquisition corp ii wt,AHPAW,0.6936,"0.7500,0.7500",0.8769,0.6715 x 1200,None,0.6700 , 0.7612,0.6700 , 0.7612,3788,N/A,N/A,N/A,N/A,N/A,N/A ,None
allied healthcare,AHPI,1.2921,"1.2900,1.2900",1.2500,1.2200 x 4000,None,1.2203 , 1.3078,1.1800 , 9.8200,3473,187231,5.186M,-2.65,N/A,-0.4670,N/A ,None
ahren acquisition corp cl a,AHRN,10.15,"10.15,10.15",10.14,10.12 x 4000,None,10.14 , 10.15,9.76 , 10.15,1795,89264,380.622M,N/A,N/A,N/A,N/A ,None
ahren acquisition corp,AHRNU,10.09,"10.09,10.09",10.09,10.11 x 1000,None,10.09 , 10.09,9.91 , 10.11,3853,1278,N/A,N/A,N/A,N/A,N/A ,None
ahren acquisition corp wt,AHRNW,0.0700,"0.0700,0.0700",0.1000,0.0700 x 1400,None,0.0700 , 0.0700,0.0700 , 0.0700,15,N/A,N/A,N/A,N/A,N/A,N/A ,None
asia 50 ishares etf,AIA,47.13,"46.83,46.83",46.35,47.00 x 3000,None,46.25 , 47.18,44.42 , 82.49,24518,147054,1.16B,47.20,N/A,2.48%,None,None
aib acquisition corp cl a,AIB,10.10,"10.10,10.10",10.08,10.10 x 3100,None,10.08 , 10.10,9.77 , 10.54,1,7921,113.647M,N/A,N/A,-0.02,N/A ,None
aib acquisition corp right,AIBBR,0.1100,"0.1100,0.1100",0.0989,0.1100 x 1000,None,0.0989 , 0.1100,0.0989 , 0.1100,7300,N/A,N/A,N/A,N/A,N/A,N/A ,None
aib acquisition corp,AIBBU,10.18,"10.18,10.18",10.17,10.17 x 1800,None,10.17 , 10.18,9.73 , 11.03,16901,801,N/A,N/A,N/A,-0.02,N/A ,None
senmiao technology ltd,AIHS,0.8601,"0.8602,0.8602",0.8900,0.8430 x 900,None,0.8400 , 0.8601,0.7000 , 7.4000,13230,460504,6.608M,0.53,N/A,-1.6400,N/A ,None
aesthetic medical international holdings group l,AIH,1.3890,"1.3900,1.3900",1.3500,1.3600 x 1400,None,1.3300 , 1.3890,1.0400 , 4.2400,2815,7089,43.605M,-0.28,N/A,-3.9810,N/A ,None
aikido pharma inc,AIKI,5.72,"5.72,5.72",5.74,5.72 x 1300,None,5.70 , 5.86,4.30 , 15.13,11352,87203,31.375M,1.14,N/A,-1.85,N/A ,None
aimfinity investment corp. i,AIMAU,9.85,"9.85,9.85",9.85,0.00 x 3100,None,9.85 , 9.85,9.85 , 10.00,26,84,N/A,N/A,N/A,N/A,N/A ,None
aimfinity investment corp i wt,AIMAW,0.0601,"0.0601,0.0601",0.0601,0.0450 x 1100,None,0.0601 , 0.0601,0.0601 , 0.0601,4000,N/A,N/A,N/A,N/A,N/A,N/A ,None
aimfinity investment corp. i sub,AIMBU,9.90,"9.90,9.90",9.90,9.90 x 1000,None,9.88 , 9.90,9.75 , 9.97,35144,10075,N/A,N/A,N/A,N/A,N/A ,None
altra indtl mtn,AIMC,58.92,"58.97,58.97",58.85,58.93 x 1100,None,58.67 , 59.15,32.18 , 62.25,438486,551556,3.839B,2.02,203.17,0.29,0.36 ,0.60
ainos inc,AIMD,1.1101,"1.0900,1.0900",1.0300,1.1100 x 1000,None,1.0300 , 1.1200,1.0300 , 18.0000,10431,632599,21.623M,1.35,N/A,-0.0390,N/A ,None
ainos wt,AIMDW,0.4401,"0.4505,0.4505",0.4401,0.4300 x 1200,None,0.4401 , 0.4401,0.4401 , 0.4401,200,N/A,N/A,N/A,N/A,N/A,N/A ,None
arteris inc,AIP,4.9100,"5.1900,5.1900",5.1800,5.0200 x 1200,None,4.9100 , 5.1400,4.8400 , 27.5700,5149,100200,160.477M,N/A,N/A,-0.9330,N/A ,None
gx artificial intelligence & tech etf,AIQ,18.81,"19.11,19.11",18.86,18.93 x 1100,None,18.77 , 18.94,18.01 , 33.45,76915,19176,125.63M,19.73,N/A,0.36%,None,None
airgain inc,AIRG,7.15,"7.00,7.00",7.00,7.13 x 800,None,7.00 , 7.23,6.75 , 11.80,4068,21392,72.946M,0.99,N/A,-1.28,N/A ,None
rba american industrial renaissance etf ft,AIRR,43.16,"43.67,43.67",43.17,43.63 x 3200,None,42.98 , 43.23,36.11 , 47.99,4522,37623,169.98M,45.22,N/A,0.06%,None,None
airsculpt technologies inc,AIRS,5.97,"6.13,6.13",6.09,5.96 x 800,None,5.80 , 6.09,5.79 , 18.48,75481,126976,332.45M,N/A,99.58,0.06,N/A ,None
air t inc,AIRT,21.17,"21.28,21.28",21.01,20.16 x 900,None,20.93 , 21.65,14.01 , 32.99,8513,8989,60.682M,1.21,6.70,3.16,N/A ,None
air t inc funding alpha income trust preferred,AIRTP,21.27,"21.34,21.34",22.06,21.26 x 1400,None,21.27 , 21.31,19.85 , 25.40,1476,1048,512.375M,1.21,63.30,0.34,2.00 ,8.96
akamai technologies,AKAM,83.69,"85.41,85.41",83.99,83.88 x 1100,None,83.29 , 84.50,76.28 , 123.25,433612,1481804,13.304B,0.69,23.31,3.59,N/A ,None
akanda corp,AKAN,0.2599,"0.2452,0.2452",0.2500,0.2427 x 1000,None,0.2301 , 0.2530,0.2100 , 31.0000,66419,955078,8.007M,N/A,N/A,-0.5010,N/A ,None
sports ventures acquisition corp cl a,AKIC,10.02,"10.02,10.02",10.02,10.02 x 900,None,10.02 , 10.02,9.71 , 10.03,541,90214,294.247M,N/A,100.20,0.10,N/A ,None
sports ventures acquisition corp,AKICU,10.02,"9.97,9.97",10.02,10.01 x 1000,None,10.02 , 10.02,9.81 , 11.01,120,520,N/A,N/A,N/A,-0.20,N/A ,None
sports ventures acquisition corp wt,AKICW,0.0088,"0.0088,0.0088",0.6972,0.7700 x 4000,None,0.0072 , 0.0100,0.0072 , 0.0100,2531,N/A,N/A,N/A,N/A,N/A,N/A ,None
akili inc,AKLI,2.2600,"2.3000,2.3000",2.3200,2.2300 x 1000,None,2.2300 , 2.3200,1.7800 , 37.5810,37061,912064,184.914M,N/A,N/A,N/A,N/A ,None
akero therapeutics inc,AKRO,41.51,"41.91,41.91",41.30,41.42 x 800,None,41.25 , 42.43,7.52 , 45.32,90895,1462673,1.927B,-1.06,N/A,-3.20,N/A ,None
akoustis technologies inc,AKTS,3.2100,"3.1800,3.1800",3.1800,3.2000 x 900,None,3.1100 , 3.2500,2.2800 , 8.3100,152411,421876,183.988M,1.55,N/A,-1.0080,N/A ,None
akumin inc,AKU,1.5200,"1.6000,1.6000",1.5800,1.5000 x 2200,None,1.4600 , 1.5800,0.4640 , 2.3100,7708,136110,136.065M,0.97,N/A,-0.8730,N/A ,None
akouos inc,AKUS,13.15,"13.13,13.13",13.10,13.14 x 21500,None,13.10 , 13.15,2.32 , 13.35,144258,518037,485.432M,-1.48,N/A,-2.83,N/A ,None
akari therapeutics adr,AKTX,0.4800,"0.4900,0.4900",0.5050,0.4700 x 1000,None,0.4800 , 0.5050,0.3810 , 1.7300,24321,91934,28.488M,1.43,N/A,-0.4060,N/A ,None
akoya biosciences inc,AKYA,14.07,"13.32,13.32",13.63,14.01 x 800,None,13.31 , 14.23,8.02 , 16.57,18453,143703,533.334M,N/A,N/A,-1.44,N/A ,None
albireo pharma inc,ALBO,22.18,"22.40,22.40",22.18,21.91 x 800,None,22.03 , 22.52,16.02 , 37.63,31981,440315,435.005M,0.80,N/A,-1.70,N/A ,None
alico inc,ALCO,30.79,"31.37,31.37",31.13,30.78 x 1000,None,30.79 , 31.40,27.50 , 43.65,8518,47459,233.604M,0.67,7.14,4.31,2.00 ,6.43
aldeyra therapeu,ALDX,5.53,"5.41,5.41",5.36,5.51 x 900,None,5.32 , 5.57,2.36 , 9.69,54479,502778,322.527M,1.32,N/A,-1.11,N/A ,None
alector inc,ALEC,8.77,"9.02,9.02",8.86,8.79 x 900,None,8.67 , 9.02,7.50 , 27.00,131230,526979,724.127M,1.03,17.20,0.51,N/A ,None
alfi inc,ALF,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
alfi inc wt,ALFIW,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
allegro microsystems inc,ALGM,25.35,"25.25,25.25",25.00,25.28 x 800,None,24.41 , 25.49,19.20 , 38.28,184758,545993,4.85B,1.62,40.24,0.63,N/A ,None
align technology,ALGN,173.92,"179.08,179.08",176.39,173.65 x 900,None,172.26 , 176.87,172.26 , 713.33,431957,940445,13.585B,1.76,27.05,6.43,N/A ,None
aligos therapeutics inc,ALGS,1.0700,"1.0700,1.0700",1.0500,1.0500 x 1000,None,1.0400 , 1.0800,0.9800 , 17.9700,10426,75128,45.806M,2.10,N/A,-3.3140,N/A ,None
allegiant travel com,ALGT,74.43,"72.22,72.22",71.30,73.56 x 900,None,69.07 , 74.43,63.78 , 197.55,85518,265482,1.353B,1.56,30.13,2.47,N/A ,None
alignment healthcare inc,ALHC,13.50,"13.26,13.26",13.04,13.48 x 900,None,13.00 , 13.51,6.14 , 23.35,124137,972959,2.528B,N/A,N/A,-1.01,N/A ,None
alimera sciences inc,ALIM,5.19,"5.19,5.19",5.41,5.15 x 1200,None,5.18 , 5.41,3.94 , 7.92,3001,11220,36.306M,1.41,N/A,-0.97,N/A ,None
alkermes plc,ALKS,24.94,"24.06,24.06",24.83,24.87 x 800,None,24.11 , 25.36,21.24 , 32.79,705571,1603318,4.096B,0.61,N/A,-0.38,N/A ,None
allakos inc,ALLK,5.87,"5.71,5.71",5.65,5.84 x 900,None,5.55 , 5.91,2.54 , 98.05,207055,2091878,497.13M,0.44,N/A,-7.59,N/A ,None
allogene therapeutics inc,ALLO,9.13,"10.17,10.17",9.41,9.21 x 900,None,8.48 , 9.81,6.43 , 20.75,1732306,1668743,1.313B,0.63,N/A,-2.20,N/A ,None
allarity therapeutics inc,ALLR,0.6400,"0.6300,0.6300",0.6478,0.6400 x 800,None,0.6025 , 0.6553,0.5100 , 18.2000,21132,293567,6.567M,N/A,N/A,-3.8660,N/A ,None
allot communications,ALLT,4.2000,"4.4100,4.4100",4.3800,4.1500 x 1100,None,4.1600 , 4.3800,3.4700 , 15.8700,16505,91117,156.008M,1.00,N/A,-0.4780,N/A ,None
alnylam pharmaceuticals,ALNY,219.03,"214.35,214.35",210.63,218.05 x 1200,None,210.63 , 220.33,117.58 , 236.80,207649,1064121,26.947B,0.55,N/A,-7.49,N/A ,None
alsp orchid acquisition corp i,ALOR,10.13,"10.13,10.13",10.13,10.13 x 1200,None,10.13 , 10.13,9.47 , 10.69,2700,33526,227.697M,N/A,N/A,N/A,N/A ,None
alsp orchid acquisition corp i,ALORU,10.13,"10.13,10.13",10.14,10.12 x 2200,None,10.12 , 10.13,9.88 , 10.15,600,295,N/A,N/A,N/A,N/A,N/A ,None
alsp orchid acquisition corp i wt,ALORW,0.0200,"0.0200,0.0200",0.0500,0.0250 x 1200,None,0.0200 , 0.0500,0.0200 , 0.0500,3294,N/A,N/A,N/A,N/A,N/A,N/A ,None
astronova inc,ALOT,12.24,"12.20,12.20",12.00,12.24 x 800,None,12.00 , 12.24,10.97 , 18.52,471,5882,89.162M,0.71,14.75,0.83,N/A ,None
alpha healthcare acquisition iii cl a,ALPA,9.80,"9.80,9.80",9.80,0.00 x 800,None,9.80 , 9.81,9.60 , 9.83,10210,6723,193.736M,N/A,N/A,N/A,N/A ,None
alpha healthcare acquisition corp iii units,ALPAU,9.83,"9.83,9.83",9.82,0.00 x 1000,None,9.81 , 9.83,9.67 , 10.03,800,1259,N/A,N/A,N/A,N/A,N/A ,None
alpha healthcare acquisition corp iii wt,ALPAW,0.1200,"0.1200,0.1200",N/A,N/A x N/A,None,0.1200 , 0.1200,0.1200 , 0.1200,25,N/A,N/A,N/A,N/A,N/A,N/A ,None
alpine immune sciences inc,ALPN,6.05,"6.00,6.00",5.99,5.99 x 1200,None,5.83 , 6.20,4.82 , 14.40,27515,93895,266.021M,1.52,N/A,-1.75,N/A ,None
alpine 4 holdings inc cl a,ALPP,0.7751,"0.7800,0.7800",0.7772,0.7740 x 1800,None,0.7300 , 0.7772,0.4800 , 3.8500,472623,680989,154.639M,9.11,N/A,-0.1020,N/A ,None
alpine summit energy partners cl a,ALPS,5.29,"5.30,5.30",5.29,5.18 x 800,None,5.29 , 5.29,4.83 , 6.18,149,31742,195.527M,N/A,N/A,N/A,0.36 ,6.45
alerislife inc,ALR,0.9500,"0.9600,0.9600",0.9546,0.9100 x 1000,None,0.9500 , 0.9546,0.8400 , 4.1400,3882,150582,31.006M,0.92,N/A,-1.3590,N/A ,None
alarm.com,ALRM,56.49,"56.16,56.16",55.59,56.44 x 900,None,55.13 , 56.70,54.99 , 90.69,45848,221160,2.81B,1.14,74.33,0.76,N/A ,None
aileron therapeutics inc,ALRN,0.2000,"0.1982,0.1982",0.2000,0.1954 x 1400,None,0.1950 , 0.2001,0.1310 , 0.9300,58003,1065925,18.165M,2.04,N/A,-0.3050,N/A ,None
alerus financial corp,ALRS,21.30,"21.62,21.62",21.51,21.20 x 1100,None,21.25 , 21.51,20.20 , 38.31,3858,34770,425.729M,0.72,9.38,2.27,0.72 ,3.23
alpha star acquisition corp,ALSA,10.14,"10.14,10.14",10.14,0.00 x 1400,None,10.14 , 10.14,9.77 , 10.14,2670,13420,149.109M,N/A,N/A,N/A,N/A ,None
alpha star acquisition corp,ALSAR,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
alpha star acquisition corp units,ALSAU,10.28,"10.28,10.28",10.28,10.28 x 1000,None,10.28 , 10.28,9.94 , 10.79,100,1904,N/A,N/A,N/A,N/A,N/A ,None
alpha star acquisition corp wt,ALSAW,0.0300,"0.0300,0.0300",0.0300,0.0210 x 3200,None,0.0300 , 0.0300,0.0300 , 0.0300,151,N/A,N/A,N/A,N/A,N/A,N/A ,None
altimmune inc,ALT,12.07,"11.84,11.84",11.72,12.02 x 800,None,11.61 , 12.22,3.83 , 23.49,299251,2460501,591.735M,0.47,N/A,-2.39,N/A ,None
alto ingredients inc,ALTO,4.0950,"4.0400,4.0400",4.0300,4.0600 x 900,None,3.9300 , 4.1050,3.5100 , 7.3700,238823,1519456,303.773M,2.50,5.69,0.7200,N/A ,None
altair engineering inc cl a,ALTR,45.92,"47.06,47.06",46.55,46.44 x 800,None,45.89 , 47.61,43.17 , 82.96,159206,293135,3.671B,1.51,N/A,-0.16,N/A ,None
altitude acquisition corp cl a,ALTU,9.92,"9.93,9.93",9.93,0.00 x 1000,None,9.92 , 9.93,9.85 , 10.42,15043,23051,124.547M,N/A,32.00,0.31,N/A ,None
altitude acquisition corp,ALTUU,9.92,"9.92,9.92",9.92,9.46 x 800,None,9.92 , 9.92,9.80 , 10.52,200,390,N/A,N/A,12.28,0.81,N/A ,None
altitude acquisition corp wt,ALTUW,0.0395,"0.0459,0.0459",0.8950,0.8600 x 900,None,0.0215 , 0.0550,0.0215 , 0.9100,28077,46698,N/A,N/A,N/A,N/A,N/A ,None
gx superdividend alternatives etf,ALTY,10.61,"10.80,10.80",10.73,10.59 x 1800,None,10.56 , 10.73,10.28 , 13.70,1408,20198,34.1M,10.85,N/A,8.64%,None,None
alvotech,ALVO,6.01,"6.25,6.25",6.06,6.02 x 3100,None,6.01 , 6.43,5.20 , 14.04,9203,35581,1.494B,N/A,N/A,N/A,N/A ,None
alvotech wt,ALVOW,0.6201,"0.6500,0.6500",0.6301,0.6201 x 900,None,0.6380 , 0.7924,0.6380 , 0.7924,12766,N/A,N/A,N/A,N/A,N/A,N/A ,None
allovir inc,ALVR,7.10,"7.03,7.03",6.86,7.08 x 800,None,6.74 , 7.44,3.17 , 25.01,84157,416767,660.75M,0.78,N/A,-2.92,N/A ,None
alx oncology holdings inc,ALXO,12.80,"12.81,12.81",12.76,12.84 x 800,None,12.49 , 13.23,5.82 , 62.38,19006,182681,521.563M,1.93,N/A,-2.32,N/A ,None
alithya group inc cl a,ALYA,1.7200,"1.7500,1.7500",1.7200,1.7200 x 1000,None,1.7200 , 1.7200,1.6900 , 3.0900,404,9704,165.772M,0.76,N/A,-0.1380,N/A ,None
alzamend neuro inc,ALZN,1.1100,"1.1000,1.1000",1.0800,1.0900 x 1000,None,1.0800 , 1.1400,0.8010 , 3.3800,30793,618459,105.985M,N/A,N/A,-0.1140,N/A ,None
amalgamated financial corp,AMAL,24.50,"25.15,25.15",25.15,24.52 x 1100,None,24.43 , 25.36,15.23 , 25.46,25124,211556,751.471M,0.81,10.52,2.33,0.40 ,1.74
american acquisition opportunity cl a,AMAO,9.98,"10.00,10.00",9.98,9.98 x 900,None,9.97 , 9.98,9.50 , 11.41,3920,11626,34.654M,N/A,49.90,0.20,N/A ,None
american acquisition opportunity inc units,AMAOU,10.99,"10.99,10.99",10.99,9.98 x 1000,None,10.99 , 10.99,9.65 , 11.26,202,14,N/A,N/A,N/A,N/A,N/A ,None
american acquisition opportunity inc wt,AMAOW,0.0677,"0.0677,0.0677",0.6320,0.6301 x 1400,None,0.0655 , 0.0677,0.0655 , 0.0677,500,N/A,N/A,N/A,N/A,N/A,N/A ,None
applied materials,AMAT,86.44,"87.76,87.76",85.96,86.50 x 800,None,84.70 , 87.71,71.12 , 167.06,2826349,8157892,74.365B,1.51,11.57,7.47,1.04 ,1.18
ambarella inc,AMBA,53.28,"54.18,54.18",52.85,53.27 x 1000,None,51.29 , 54.07,49.02 , 227.59,201250,594710,2.047B,1.54,N/A,-0.72,N/A ,None
amci acquisition corp ii cl a,AMCI,9.85,"9.88,9.88",9.88,0.00 x 1000,None,9.85 , 9.88,9.58 , 10.05,1459,9301,184.688M,N/A,N/A,-0.29,N/A ,None
amci acquisition corp. ii units,AMCIU,9.95,"9.95,9.95",9.95,9.85 x 1400,None,9.95 , 9.95,9.85 , 11.40,2,45,65.159M,N/A,N/A,-0.29,N/A ,None
amci acquisition corp ii wt,AMCIW,0.2100,"0.2100,0.2100",N/A,N/A x N/A,None,0.2000 , 0.2101,0.2000 , 0.2101,64401,N/A,N/A,N/A,N/A,N/A,N/A ,None
amc networks cl a,AMCX,20.97,"21.74,21.74",21.48,20.97 x 800,None,20.61 , 21.48,19.91 , 51.51,67854,394657,900.009M,1.15,2.82,7.44,N/A ,None
adv micro devices,AMD,60.87,"58.63,58.63",58.11,60.82 x 1000,None,58.04 , 62.28,54.57 , 164.46,56412608,83146451,98.264B,2.05,26.70,2.28,N/A ,None
amedisys inc,AMED,87.36,"89.72,89.72",88.74,87.77 x 800,None,86.14 , 88.46,86.14 , 188.88,145309,400454,2.839B,1.02,22.40,3.90,N/A ,None
apollo medical holdings inc,AMEH,34.00,"34.94,34.94",34.54,34.08 x 1000,None,33.41 , 34.69,29.52 , 133.23,89323,253735,1.54B,0.79,21.25,1.60,N/A ,None
amgen inc,AMGN,265.66,"269.01,269.01",268.53,265.67 x 800,None,265.02 , 268.60,198.64 , 274.88,709923,2658290,142.11B,0.58,22.59,11.76,7.76 ,2.87
argent mid cap etf,AMID,22.74,"22.89,22.89",22.45,22.64 x 1800,None,22.45 , 22.74,20.95 , 25.14,1257,10589,22.24M,23.59,N/A,N/A,None,None
amkor technology,AMKR,20.26,"20.47,20.47",20.03,20.28 x 800,None,19.95 , 20.50,14.89 , 26.64,529863,772015,4.96B,1.52,7.18,2.82,0.20 ,0.96
amylyx pharmaceuticals inc,AMLX,33.80,"35.00,35.00",34.76,33.80 x 1000,None,33.55 , 35.26,6.51 , 38.76,201896,1540076,1.979B,N/A,N/A,-6.76,N/A ,None
